NR_SEQ_EXAME;NM_EXAME;CD_EXAME_INTEGRACAO;RESPOSTA
18710;Rast Alimentos - Abobora - F225 (Matrix);F225; Cod_exame = 18710 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18324;Rast Alimentos - Amendoa - F20 (Matrix);F20; Cod_exame = 18324 | Material= Soro | Estab_liberado = Hospital do Coracao
18324;Rast Alimentos - Amendoa - F20 (Matrix);F20; Cod_exame = 18324 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18323;Rast Alimentos - Avela - F17 (Matrix);F17; Cod_exame = 18323 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18323;Rast Alimentos - Avela - F17 (Matrix);F17; Cod_exame = 18323 | Material= Soro | Estab_liberado = Hospital do Coracao
18711;Rast Alimentos - Gergelim - F10 (Matrix);F10; Cod_exame = 18711 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18711;Rast Alimentos - Gergelim - F10 (Matrix);F10; Cod_exame = 18711 | Material= Soro | Estab_liberado = Hospital do Coracao
18712;Rast Alimentos - Lula - F258 (Matrix);F258; Cod_exame = 18712 | Material= Soro | Estab_liberado = Hospital do Coracao
18712;Rast Alimentos - Lula - F258 (Matrix);F258; Cod_exame = 18712 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18713;Rast Alimentos - Maca - F49 (Matrix);F49; Cod_exame = 18713 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18713;Rast Alimentos - Maca - F49 (Matrix);F49; Cod_exame = 18713 | Material= Soro | Estab_liberado = Hospital do Coracao
18714;Rast Alimentos - Manga - F91 (Matrix);F91; Cod_exame = 18714 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18714;Rast Alimentos - Manga - F91 (Matrix);F91; Cod_exame = 18714 | Material= Soro | Estab_liberado = Hospital do Coracao
18715;Rast Alimentos - Melao - F87 (Matrix);F87; Cod_exame = 18715 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18715;Rast Alimentos - Melao - F87 (Matrix);F87; Cod_exame = 18715 | Material= Soro | Estab_liberado = Hospital do Coracao
18716;Rast Alimentos - Peixe - Atum - F40 (Matrix);F40; Cod_exame = 18716 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18716;Rast Alimentos - Peixe - Atum - F40 (Matrix);F40; Cod_exame = 18716 | Material= Soro | Estab_liberado = Hospital do Coracao
18325;Rast Alimentos - Peixe - Bacalhau - F3 (Matrix);RF3; Cod_exame = 18325 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18325;Rast Alimentos - Peixe - Bacalhau - F3 (Matrix);RF3; Cod_exame = 18325 | Material= Soro | Estab_liberado = Hospital do Coracao
18717;Rast Alimentos - Peixe - Jurel - F60 (Matrix);PF60; Cod_exame = 18717 | Material= Soro | Estab_liberado = Hospital do Coracao
18717;Rast Alimentos - Peixe - Jurel - F60 (Matrix);PF60; Cod_exame = 18717 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18718;Rast Alimentos - Peixe - Peixe Espada - F312 (Matrix);PF312; Cod_exame = 18718 | Material= Soro | Estab_liberado = Hospital do Coracao
18718;Rast Alimentos - Peixe - Peixe Espada - F312 (Matrix);PF312; Cod_exame = 18718 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18719;Rast Alimentos - Peixe - Peixe Galo - F311 (Matrix);PF311; Cod_exame = 18719 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18719;Rast Alimentos - Peixe - Peixe Galo - F311 (Matrix);PF311; Cod_exame = 18719 | Material= Soro | Estab_liberado = Hospital do Coracao
18720;Rast Alimentos - Peixe - Salmao - F41 (Matrix);F41; Cod_exame = 18720 | Material= Soro | Estab_liberado = Hospital do Coracao
18720;Rast Alimentos - Peixe - Salmao - F41 (Matrix);F41; Cod_exame = 18720 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18721;Rast Alimentos - Peixe - Salmao Branco  (F3844) (Matrix);F3844; Cod_exame = 18721 | Material= Soro | Estab_liberado = Hospital do Coracao
18721;Rast Alimentos - Peixe - Salmao Branco  (F3844) (Matrix);F3844; Cod_exame = 18721 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18958;Rast Alimentos - Peixe - Tilapia - F414 (Matrix);F414; Cod_exame = 18958 | Material= Soro | Estab_liberado = Hospital do Coracao
18958;Rast Alimentos - Peixe - Tilapia - F414 (Matrix);F414; Cod_exame = 18958 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18959;Rast Alimentos - Pessego - F95 (Matrix);F95; Cod_exame = 18959 | Material= Soro | Estab_liberado = Hospital do Coracao
18959;Rast Alimentos - Pessego - F95 (Matrix);F95; Cod_exame = 18959 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18960;Rast Alimentos - Polvo - F59 (Matrix);F59; Cod_exame = 18960 | Material= Soro | Estab_liberado = Hospital do Coracao
18960;Rast Alimentos - Polvo - F59 (Matrix);F59; Cod_exame = 18960 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18326;Rast Alimentos - Sardinha - F308 (Matrix);F308; Cod_exame = 18326 | Material= Soro | Estab_liberado = Hospital do Coracao
18326;Rast Alimentos - Sardinha - F308 (Matrix);F308; Cod_exame = 18326 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19804;Rast Alimentos Infantis FX5 (Matrix);FX5; Cod_exame = 19804 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19804;Rast Alimentos Infantis FX5 (Matrix);FX5; Cod_exame = 19804 | Material= Soro | Estab_liberado = Hospital do Coracao
18327;Rast Alimentos Infantis Fx5 (Matrix);FX5; Cod_exame = 18327 | Material= Soro | Estab_liberado = Hospital do Coracao
18327;Rast Alimentos Infantis Fx5 (Matrix);FX5; Cod_exame = 18327 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18328;Rast Amendoim F13 (Matrix);F13; Cod_exame = 18328 | Material= Soro | Estab_liberado = Hospital do Coracao
18328;Rast Amendoim F13 (Matrix);F13; Cod_exame = 18328 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18961;Rast Amoxicilina  (Matrix);RC6; Cod_exame = 18961 | Material= Soro | Estab_liberado = Hospital do Coracao
18961;Rast Amoxicilina  (Matrix);RC6; Cod_exame = 18961 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18962;Rast Ampicilina (Matrix);RC5; Cod_exame = 18962 | Material= Soro | Estab_liberado = Hospital do Coracao
18962;Rast Ampicilina (Matrix);RC5; Cod_exame = 18962 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18329;Rast Arroz F9 (Matrix);RF9; Cod_exame = 18329 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18329;Rast Arroz F9 (Matrix);RF9; Cod_exame = 18329 | Material= Soro | Estab_liberado = Hospital do Coracao
18963;Rast Aveia F7 (Matrix);FX7; Cod_exame = 18963 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18963;Rast Aveia F7 (Matrix);FX7; Cod_exame = 18963 | Material= Soro | Estab_liberado = Hospital do Coracao
18331;Rast Banana F92 (Matrix);F92; Cod_exame = 18331 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18331;Rast Banana F92 (Matrix);F92; Cod_exame = 18331 | Material= Soro | Estab_liberado = Hospital do Coracao
18330;Rast Barata I60 (Matrix);I60; Cod_exame = 18330 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18330;Rast Barata I60 (Matrix);I60; Cod_exame = 18330 | Material= Soro | Estab_liberado = Hospital do Coracao
18964;Rast Batata F35 (Matrix);F35; Cod_exame = 18964 | Material= Soro | Estab_liberado = Hospital do Coracao
18964;Rast Batata F35 (Matrix);F35; Cod_exame = 18964 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18332;Rast Beta Lactoglobulina - F77 (Matrix);F77; Cod_exame = 18332 | Material= Soro | Estab_liberado = Hospital do Coracao
18332;Rast Beta Lactoglobulina - F77 (Matrix);F77; Cod_exame = 18332 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18333;Rast Cacau - F93 (Matrix);F93; Cod_exame = 18333 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18333;Rast Cacau - F93 (Matrix);F93; Cod_exame = 18333 | Material= Soro | Estab_liberado = Hospital do Coracao
18334;Rast Cafe F221 (Matrix);F221; Cod_exame = 18334 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18334;Rast Cafe F221 (Matrix);F221; Cod_exame = 18334 | Material= Soro | Estab_liberado = Hospital do Coracao
18335;Rast Camarao (Matrix);F24; Cod_exame = 18335 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18335;Rast Camarao (Matrix);F24; Cod_exame = 18335 | Material= Soro | Estab_liberado = Hospital do Coracao
18336;Rast Candida Albicans M5 (Matrix);RM5; Cod_exame = 18336 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18336;Rast Candida Albicans M5 (Matrix);RM5; Cod_exame = 18336 | Material= Soro | Estab_liberado = Hospital do Coracao
18337;Rast Caranguejo F23 (Matrix);F23; Cod_exame = 18337 | Material= Soro | Estab_liberado = Hospital do Coracao
18337;Rast Caranguejo F23 (Matrix);F23; Cod_exame = 18337 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18338;Rast Carne de Galinha F83 (Matrix);F83; Cod_exame = 18338 | Material= Soro | Estab_liberado = Hospital do Coracao
18338;Rast Carne de Galinha F83 (Matrix);F83; Cod_exame = 18338 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18339;Rast Carne de Porco - F26 (Matrix);F26; Cod_exame = 18339 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18339;Rast Carne de Porco - F26 (Matrix);F26; Cod_exame = 18339 | Material= Soro | Estab_liberado = Hospital do Coracao
18340;Rast Carne de Vaca - F27 (Matrix);F27; Cod_exame = 18340 | Material= Soro | Estab_liberado = Hospital do Coracao
18340;Rast Carne de Vaca - F27 (Matrix);F27; Cod_exame = 18340 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18341;Rast Caseina - F78 (Matrix);F78; Cod_exame = 18341 | Material= Soro | Estab_liberado = Hospital do Coracao
18341;Rast Caseina - F78 (Matrix);F78; Cod_exame = 18341 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19120;RAST CASTANHA DE CAJU (F202);F202; Cod_exame = 19120 | Material= Soro | Estab_liberado = Hospital do Coracao
19120;RAST CASTANHA DE CAJU (F202);F202; Cod_exame = 19120 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18342;Rast Castanha do Para - F18 (Matrix);F18; Cod_exame = 18342 | Material= Soro | Estab_liberado = Hospital do Coracao
18342;Rast Castanha do Para - F18 (Matrix);F18; Cod_exame = 18342 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18965;Rast Castanha F299 (Matrix);F299; Cod_exame = 18965 | Material= Soro | Estab_liberado = Hospital do Coracao
18965;Rast Castanha F299 (Matrix);F299; Cod_exame = 18965 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18343;Rast Cavalo E3 (Matrix);RE3; Cod_exame = 18343 | Material= Soro | Estab_liberado = Hospital do Coracao
18343;Rast Cavalo E3 (Matrix);RE3; Cod_exame = 18343 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18966;Rast Cebola F48 (Matrix);F48; Cod_exame = 18966 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18966;Rast Cebola F48 (Matrix);F48; Cod_exame = 18966 | Material= Soro | Estab_liberado = Hospital do Coracao
18967;Rast Cenoura F31  (Matrix);F31; Cod_exame = 18967 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18967;Rast Cenoura F31  (Matrix);F31; Cod_exame = 18967 | Material= Soro | Estab_liberado = Hospital do Coracao
18968;Rast Centeio F5 (Matrix);RF5; Cod_exame = 18968 | Material= Soro | Estab_liberado = Hospital do Coracao
18968;Rast Centeio F5 (Matrix);RF5; Cod_exame = 18968 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19805;Rast Cereais - FX3 (Matrix);FX3; Cod_exame = 19805 | Material= Soro | Estab_liberado = Hospital do Coracao
19805;Rast Cereais - FX3 (Matrix);FX3; Cod_exame = 19805 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18969;Rast Cereais - Fx3 (Matrix);FX3; Cod_exame = 18969 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18969;Rast Cereais - Fx3 (Matrix);FX3; Cod_exame = 18969 | Material= Soro | Estab_liberado = Hospital do Coracao
18970;Rast Cereja - F242 (Matrix);F242; Cod_exame = 18970 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18970;Rast Cereja - F242 (Matrix);F242; Cod_exame = 18970 | Material= Soro | Estab_liberado = Hospital do Coracao
18344;Rast Clara de Ovo - F1 (Matrix);RF1; Cod_exame = 18344 | Material= Soro | Estab_liberado = Hospital do Coracao
18344;Rast Clara de Ovo - F1 (Matrix);RF1; Cod_exame = 18344 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18971;Rast Coco - F36 (Matrix);F36; Cod_exame = 18971 | Material= Soro | Estab_liberado = Hospital do Coracao
18971;Rast Coco - F36 (Matrix);F36; Cod_exame = 18971 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18972;Rast Corante Vermelho - F340 (Matrix);FR340; Cod_exame = 18972 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18972;Rast Corante Vermelho - F340 (Matrix);FR340; Cod_exame = 18972 | Material= Soro | Estab_liberado = Hospital do Coracao
19007;Rast (C207) - Drogas - Aspirina (Acido Acetilsalicilico) (Matrix);C207; Cod_exame = 19007 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19007;Rast (C207) - Drogas - Aspirina (Acido Acetilsalicilico) (Matrix);C207; Cod_exame = 19007 | Material= Soro | Estab_liberado = Hospital do Coracao
19008;Rast (C281) - Drogas - Diclofenaco (Matrix);C281; Cod_exame = 19008 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19008;Rast (C281) - Drogas - Diclofenaco (Matrix);C281; Cod_exame = 19008 | Material= Soro | Estab_liberado = Hospital do Coracao
19292;RAST C283 - NAPROXENO (Matrix);C283; Cod_exame = 19292 | Material= Soro | Estab_liberado = Hospital do Coracao
19292;RAST C283 - NAPROXENO (Matrix);C283; Cod_exame = 19292 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19009;Rast (C286) - Drogas - Ibuprofeno (Matrix);C286; Cod_exame = 19009 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19009;Rast (C286) - Drogas - Ibuprofeno (Matrix);C286; Cod_exame = 19009 | Material= Soro | Estab_liberado = Hospital do Coracao
19010;Rast (C294) - Drogas - Dipirona/Metamizol (Matrix);C294; Cod_exame = 19010 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19010;Rast (C294) - Drogas - Dipirona/Metamizol (Matrix);C294; Cod_exame = 19010 | Material= Soro | Estab_liberado = Hospital do Coracao
19011;Rast (C388) - Drogas - Cetoprofeno (Matrix);C388; Cod_exame = 19011 | Material= Soro | Estab_liberado = Hospital do Coracao
19011;Rast (C388) - Drogas - Cetoprofeno (Matrix);C388; Cod_exame = 19011 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19102;Rast C703 - Acido Benzoico (IGE conservante);C703; Cod_exame = 19102 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19102;Rast C703 - Acido Benzoico (IGE conservante);C703; Cod_exame = 19102 | Material= Soro | Estab_liberado = Hospital do Coracao
18973;Rast D72 Tyrophagus (Matrix);D72; Cod_exame = 18973 | Material= Soro | Estab_liberado = Hospital do Coracao
18973;Rast D72 Tyrophagus (Matrix);D72; Cod_exame = 18973 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18345;Rast Epitelio de Animal - Ex1 (Matrix);EX1; Cod_exame = 18345 | Material= Soro | Estab_liberado = Hospital do Coracao
18345;Rast Epitelio de Animal - Ex1 (Matrix);EX1; Cod_exame = 18345 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18974;Rast Epitelio De Animal - Ex2 (Matrix);EX2; Cod_exame = 18974 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18974;Rast Epitelio De Animal - Ex2 (Matrix);EX2; Cod_exame = 18974 | Material= Soro | Estab_liberado = Hospital do Coracao
18346;Rast Epitelio de Cobaia - E6 (Matrix);E6; Cod_exame = 18346 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18346;Rast Epitelio de Cobaia - E6 (Matrix);E6; Cod_exame = 18346 | Material= Soro | Estab_liberado = Hospital do Coracao
18347;Rast Epitelios - Caspa de Cao/Cachorro - E5 (Matrix);RE5; Cod_exame = 18347 | Material= Soro | Estab_liberado = Hospital do Coracao
18347;Rast Epitelios - Caspa de Cao/Cachorro - E5 (Matrix);RE5; Cod_exame = 18347 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18348;Rast Epitelios - Caspa de Gato - E1 (Matrix);RE1; Cod_exame = 18348 | Material= Soro | Estab_liberado = Hospital do Coracao
18348;Rast Epitelios - Caspa de Gato - E1 (Matrix);RE1; Cod_exame = 18348 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18975;Rast Epitelios - Pelo De Hamster - E84 (Matrix);E84; Cod_exame = 18975 | Material= Soro | Estab_liberado = Hospital do Coracao
18975;Rast Epitelios - Pelo De Hamster - E84 (Matrix);E84; Cod_exame = 18975 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18976;Rast Epitelios - Pena De Galinha - E85 (Matrix);E85; Cod_exame = 18976 | Material= Soro | Estab_liberado = Hospital do Coracao
18976;Rast Epitelios - Pena De Galinha - E85 (Matrix);E85; Cod_exame = 18976 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18977;Rast Ervilha F12 (Matrix);F12; Cod_exame = 18977 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18977;Rast Ervilha F12 (Matrix);F12; Cod_exame = 18977 | Material= Soro | Estab_liberado = Hospital do Coracao
18978;Rast Espinafre - F214 (Matrix);F214; Cod_exame = 18978 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18978;Rast Espinafre - F214 (Matrix);F214; Cod_exame = 18978 | Material= Soro | Estab_liberado = Hospital do Coracao
18979;Rast Euroglyphus, Dosagem (Matrix);EUROG; Cod_exame = 18979 | Material= Soro | Estab_liberado = Hospital do Coracao
18979;Rast Euroglyphus, Dosagem (Matrix);EUROG; Cod_exame = 18979 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18981;Rast Feijao Branco F15 (Matrix);F15; Cod_exame = 18981 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18981;Rast Feijao Branco F15 (Matrix);F15; Cod_exame = 18981 | Material= Soro | Estab_liberado = Hospital do Coracao
19464;Rast Feijao (Rf287) (Matrix);RF287; Cod_exame = 19464 | Material= Soro | Estab_liberado = Hospital do Coracao
19464;Rast Feijao (Rf287) (Matrix);RF287; Cod_exame = 19464 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18349;Rast Formiga I70 (Matrix);I70; Cod_exame = 18349 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18349;Rast Formiga I70 (Matrix);I70; Cod_exame = 18349 | Material= Soro | Estab_liberado = Hospital do Coracao
19806;Rast Frutos do Mar - FX2 (Matrix);FX2; Cod_exame = 19806 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19806;Rast Frutos do Mar - FX2 (Matrix);FX2; Cod_exame = 19806 | Material= Soro | Estab_liberado = Hospital do Coracao
18350;Rast Frutos do Mar - Fx2 (Matrix);FX2; Cod_exame = 18350 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18350;Rast Frutos do Mar - Fx2 (Matrix);FX2; Cod_exame = 18350 | Material= Soro | Estab_liberado = Hospital do Coracao
18351;Rast Fungos - Alternaria Alternata - M6 (Matrix);M6; Cod_exame = 18351 | Material= Soro | Estab_liberado = Hospital do Coracao
18351;Rast Fungos - Alternaria Alternata - M6 (Matrix);M6; Cod_exame = 18351 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18982;Rast Fungos - Aspergillus Flavus M228(Matrix);PM228; Cod_exame = 18982 | Material= Soro | Estab_liberado = Hospital do Coracao
18982;Rast Fungos - Aspergillus Flavus M228(Matrix);PM228; Cod_exame = 18982 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18983;Rast Fungos - Aspergillus Fumigatus M3 (Matrix);RM3; Cod_exame = 18983 | Material= Soro | Estab_liberado = Hospital do Coracao
18983;Rast Fungos - Aspergillus Fumigatus M3 (Matrix);RM3; Cod_exame = 18983 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18984;Rast Fungos - Aspergillus Niger M207 (Matrix);M207; Cod_exame = 18984 | Material= Soro | Estab_liberado = Hospital do Coracao
18984;Rast Fungos - Aspergillus Niger M207 (Matrix);M207; Cod_exame = 18984 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18352;Rast Fungos - C. Herbarum - M2 (Matrix);M2; Cod_exame = 18352 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18352;Rast Fungos - C. Herbarum - M2 (Matrix);M2; Cod_exame = 18352 | Material= Soro | Estab_liberado = Hospital do Coracao
18353;Rast Fungos - Mx1 (Matrix);MX1; Cod_exame = 18353 | Material= Soro | Estab_liberado = Hospital do Coracao
18353;Rast Fungos - Mx1 (Matrix);MX1; Cod_exame = 18353 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18985;Rast Fungos - Mx2 (Matrix);MX2; Cod_exame = 18985 | Material= Soro | Estab_liberado = Hospital do Coracao
18985;Rast Fungos - Mx2 (Matrix);MX2; Cod_exame = 18985 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19012;Rast F207 - Marisco (Matrix);F207; Cod_exame = 19012 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19012;Rast F207 - Marisco (Matrix);F207; Cod_exame = 19012 | Material= Soro | Estab_liberado = Hospital do Coracao
19116;RAST (F245)  - OVO;F245; Cod_exame = 19116 | Material= Soro | Estab_liberado = Hospital do Coracao
19116;RAST (F245)  - OVO;F245; Cod_exame = 19116 | Material= Soro | Estab_liberado = Hospital Santa Luzia
19117;RAST (F323) - CONALBUMINA;F323; Cod_exame = 19117 | Material= Soro | Estab_liberado = Hospital do Coracao
19117;RAST (F323) - CONALBUMINA;F323; Cod_exame = 19117 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18980;Rast F351 - Tropomiosina Camarao(Matrix);PF351; Cod_exame = 18980 | Material= Soro | Estab_liberado = Hospital do Coracao
18980;Rast F351 - Tropomiosina Camarao(Matrix);PF351; Cod_exame = 18980 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18354;Rast Gema de Ovo - F75 (Matrix);F75; Cod_exame = 18354 | Material= Soro | Estab_liberado = Hospital do Coracao
18354;Rast Gema de Ovo - F75 (Matrix);F75; Cod_exame = 18354 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18355;Rast Gluten F79 (Matrix);F79; Cod_exame = 18355 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18355;Rast Gluten F79 (Matrix);F79; Cod_exame = 18355 | Material= Soro | Estab_liberado = Hospital do Coracao
18986;Rast Gramineas - Gx1 (Matrix);GX1; Cod_exame = 18986 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18986;Rast Gramineas - Gx1 (Matrix);GX1; Cod_exame = 18986 | Material= Soro | Estab_liberado = Hospital do Coracao
18987;Rast Gramineas - Gx2 (Matrix);GX2; Cod_exame = 18987 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18987;Rast Gramineas - Gx2 (Matrix);GX2; Cod_exame = 18987 | Material= Soro | Estab_liberado = Hospital do Coracao
19807;Rast H2 Po Caseiro (H2) (Matrix);H2; Cod_exame = 19807 | Material= Soro | Estab_liberado = Hospital do Coracao
19807;Rast H2 Po Caseiro (H2) (Matrix);H2; Cod_exame = 19807 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18988;Rast Insulina Bovina - C71 (Matrix);C71; Cod_exame = 18988 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18988;Rast Insulina Bovina - C71 (Matrix);C71; Cod_exame = 18988 | Material= Soro | Estab_liberado = Hospital do Coracao
18356;Rast Insulina Humana - C73 (Matrix);C73; Cod_exame = 18356 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18356;Rast Insulina Humana - C73 (Matrix);C73; Cod_exame = 18356 | Material= Soro | Estab_liberado = Hospital do Coracao
18989;Rast Insulina Suina - C70 (Matrix);C70; Cod_exame = 18989 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18989;Rast Insulina Suina - C70 (Matrix);C70; Cod_exame = 18989 | Material= Soro | Estab_liberado = Hospital do Coracao
18990;Rast Kiwi F84 (Matrix);F84; Cod_exame = 18990 | Material= Soro | Estab_liberado = Hospital do Coracao
18990;Rast Kiwi F84 (Matrix);F84; Cod_exame = 18990 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18357;Rast La de Carneiro (Matrix);RLF; Cod_exame = 18357 | Material= Soro | Estab_liberado = Hospital do Coracao
18357;Rast La de Carneiro (Matrix);RLF; Cod_exame = 18357 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18991;Rast Lagosta F304 (Matrix);F304; Cod_exame = 18991 | Material= Soro | Estab_liberado = Hospital do Coracao
18991;Rast Lagosta F304 (Matrix);F304; Cod_exame = 18991 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18358;Rast Laranja F33 (Matrix);F33; Cod_exame = 18358 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18358;Rast Laranja F33 (Matrix);F33; Cod_exame = 18358 | Material= Soro | Estab_liberado = Hospital do Coracao
18992;Rast Latex K82 (Matrix);K82; Cod_exame = 18992 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18992;Rast Latex K82 (Matrix);K82; Cod_exame = 18992 | Material= Soro | Estab_liberado = Hospital do Coracao
18359;Rast Leite de Cabra F300 (Matrix);F300; Cod_exame = 18359 | Material= Soro | Estab_liberado = Hospital do Coracao
18359;Rast Leite de Cabra F300 (Matrix);F300; Cod_exame = 18359 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18360;Rast Leite de Vaca - F2 (Matrix);RF2; Cod_exame = 18360 | Material= Soro | Estab_liberado = Hospital do Coracao
18360;Rast Leite de Vaca - F2 (Matrix);RF2; Cod_exame = 18360 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18993;Rast Lidocaina C232 (Matrix);C232; Cod_exame = 18993 | Material= Soro | Estab_liberado = Hospital do Coracao
18993;Rast Lidocaina C232 (Matrix);C232; Cod_exame = 18993 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18361;Rast Limao F208 (Matrix);F208; Cod_exame = 18361 | Material= Soro | Estab_liberado = Hospital do Coracao
18361;Rast Limao F208 (Matrix);F208; Cod_exame = 18361 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18994;Rast Lophius Gastrophysus - Pescado  (F384) (Matrix);F384; Cod_exame = 18994 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18994;Rast Lophius Gastrophysus - Pescado  (F384) (Matrix);F384; Cod_exame = 18994 | Material= Soro | Estab_liberado = Hospital do Coracao
18995;Rast Mamao Papaia F293 (Matrix);F293; Cod_exame = 18995 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18995;Rast Mamao Papaia F293 (Matrix);F293; Cod_exame = 18995 | Material= Soro | Estab_liberado = Hospital do Coracao
18996;Rast Mexilhao F37 (Matrix);F37; Cod_exame = 18996 | Material= Soro | Estab_liberado = Hospital do Coracao
18996;Rast Mexilhao F37 (Matrix);F37; Cod_exame = 18996 | Material= Soro | Estab_liberado = Hospital Santa Luzia
18362;Rast Milho F8 (Matrix);RF8; Cod_exame = 18362 | Material= Soro | Estab_liberado = Hospital do Coracao
